CompanyID*,Role Description,Sector Name,ED/NED/SM,DirectorID*,Company Index,Company ISIN,Company Type,Company Name,Company Ticker,Role,Director Name,Start Date,Country,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
171045510239,Pakistan Mobile Communications Ltd (Mobilink) Also Group Executive Committee Member,Telecommunication Services,SM,15842669145,,BMG9349W1038,Quoted,VEON LTD (Vimpelcom Ltd prior to 03/2017),VEON,Division CEO,Aamir Hafeez Ibrahim,2018-07-19 00:00:00,Netherlands,Europe - SMDEs Profile - Employment Current NonBoard,Europe,SMDE,SMDEs Profile - Employment Current NonBoard,,
9717746034,And ESG,Real Estate,SM,24965688135,,DE000PAT1AG3,Quoted,PATRIZIA AG (Patrizia Immobilien AG prior to 06/2019),PAT,Head of Strategy,Aaron Scott,2020-09-01 00:00:00,Germany,Europe - SMDEs Profile - Employment Current NonBoard,Europe,SMDE,SMDEs Profile - Employment Current NonBoard,,
92084511007,Communications Solutions Segment,Electronic & Electrical Equipment,SM,24270397411,S&P 500,CH0102993182,Quoted,TE CONNECTIVITY LTD (Tyco Electronics Ltd prior to 03/2011),TEL,Division President,Aaron Stucki,2020-10-01 00:00:00,Switzerland,Europe - SMDEs Profile - Employment Current NonBoard,Europe,SMDE,SMDEs Profile - Employment Current NonBoard,,
175795010621,Service Line and Operations Integration,Health,SM,445659099,S&P 500,US40412C1018,Quoted,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),HCA,Division President,A (Bruce) Moore Jr,2011-03-10 00:00:00,United States,NA - SMDEs Profile - Employment Current NonBoard,NA,SMDE,SMDEs Profile - Employment Current NonBoard,,
159393344,Executive Vice President Nuclear Operations Also Responsible for Entergy's Nuclear Plants,Utilities - Other,SM,5795548216,S&P 500,US29364G1031,Quoted,ENTERGY CORP,"ETR, ETY",Executive VP/Chief Nuclear Officer,A (Chris) Christopher Bakken III,2016-04-06 00:00:00,United States,NA - SMDEs Profile - Employment Current NonBoard,NA,SMDE,SMDEs Profile - Employment Current NonBoard,,
428487587,,Engineering & Machinery,SM,52874512476,S&P MID CAP 400,US9807451037,Quoted,WOODWARD INC (Woodward Governor Co prior to 01/2011),WWD,Corporate VP/General Counsel/Chief Compliance Officer/Corporate Secretary,A (Chris) Christopher Fawzy,2009-10-01 00:00:00,United States,NA - SMDEs Profile - Employment Current NonBoard,NA,SMDE,SMDEs Profile - Employment Current NonBoard,,
170695029,,Transport,SM,16639629845,"S&P 100, S&P 500",US31428X1063,Quoted,FEDEX CORP,FDX,Vice President - Investor Relations,A (Mickey) Michael Foster,2006,United States,NA - SMDEs Profile - Employment Current NonBoard,NA,SMDE,SMDEs Profile - Employment Current NonBoard,,
203728327,Head of Middle and Large Commercial Since February 2019 Also Head of Middle Market,Insurance,SM,92752311514,S&P 500,"US4165151048, US4165185046",Quoted,HARTFORD FINANCIAL SERVICES GROUP INC,"HFF, HGH, HIG",Head of Markets,A (Mo) Morris Tooker,2017-05-25 00:00:00,United States,NA - SMDEs Profile - Employment Current NonBoard,NA,SMDE,SMDEs Profile - Employment Current NonBoard,,
10639531374,,Oil & Gas,SM,7910768720,BSE 200,INE029A01011,Quoted,BHARAT PETROLEUM CORPORATION LIMITED,BPCL,Chief General Manager,A C Sen,2020-07-01 00:00:00,India,ROW - SMDEs Profile - Employment Current NonBoard,ROW,SMDE,SMDEs Profile - Employment Current NonBoard,,
11237293251,Kannur Initially served as Assistant General Manager,Banks,SM,199392412397,,INE683A01023,Quoted,SOUTH INDIAN BANK LTD,SOUTHBANK,Deputy General Manager,A D Peter,2015,India,ROW - SMDEs Profile - Employment Current NonBoard,ROW,SMDE,SMDEs Profile - Employment Current NonBoard,,
50064759,Corporate and Institutional Banking,Banks,SM,4765628277,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",AU000000NAB4,Quoted,NATIONAL AUSTRALIA BANK LTD,NAB,Group Executive - Banking,A David Gall,2020,Australia,ROW - SMDEs Profile - Employment Current NonBoard,ROW,SMDE,SMDEs Profile - Employment Current NonBoard,,
9658345214,Protective Packaging,Chemicals,SM,187840711559,BSE 200,INE195A01028,Quoted,SUPREME INDUSTRIES LTD,SUPREMEIND,Executive VP,A K Ghosh,2017,India,ROW - SMDEs Profile - Employment Current NonBoard,ROW,SMDE,SMDEs Profile - Employment Current NonBoard,,
209108759,Also Head-Chemicals and Specialties Business Since 2018,Steel & Other Metals,SM,21708513834,BSE 200,INE038A01020,Quoted,HINDALCO INDUSTRIES LTD,HINDALCO,Division President,A Krishna Kumar,2012-04-01 00:00:00,India,ROW - SMDEs Profile - Employment Current NonBoard,ROW,SMDE,SMDEs Profile - Employment Current NonBoard,,
159393344,Executive Vice President Nuclear Operations Also Responsible for Entergy's Nuclear Plants,Utilities - Other,SM,5795548216,S&P 500,US29364G1031,Quoted,ENTERGY CORP,"ETR, ETY",Executive VP/Chief Nuclear Officer,A (Chris) Christopher Bakken III,2016-04-06 00:00:00,United States,UK - SMDEs Profile - Employment Current NonBoard,UK,SMDE,SMDEs Profile - Employment Current NonBoard,,
6493663914,Also Financial Planning,Business Services,SM,23753526825,FTSE 250,GB00B0744359,Quoted,ESSENTRA PLC (Filtrona PLC prior to 06/2013),ESNT,Director - Investor Relations,Aamir Mohiuddin,2019-08-01 00:00:00,United Kingdom - England,UK - SMDEs Profile - Employment Current NonBoard,UK,SMDE,SMDEs Profile - Employment Current NonBoard,,
6469563434,Technology Transformation Global Delivery Central IT and Partner Management,Media & Entertainment,SM,21836304068,,"GB00B8W67662, GB00B8W67779, GB00B8W67B19",Quoted,LIBERTY GLOBAL PLC (Liberty Global Inc prior to 06/2013),"LBTYA, LBTYB, LBTYK",MD,Aarne Aho,2015-09-01 00:00:00,United Kingdom - England,UK - SMDEs Profile - Employment Current NonBoard,UK,SMDE,SMDEs Profile - Employment Current NonBoard,,
3505710563,Also Executive Committee Member,Software & Computer Services,SM,171183610247,FTSE 100,GB00B8C3BL03,Quoted,SAGE GROUP PLC,SGE,Chief Technology Officer,Aaron Harris,2019-04-25 00:00:00,United Kingdom - England,UK - SMDEs Profile - Employment Current NonBoard,UK,SMDE,SMDEs Profile - Employment Current NonBoard,,
11523753,UK,Private Equity,SM,14070557389,FTSE 100,GB00B1YW4409,Quoted,3I GROUP PLC,III,Director - Infrastructure,Aaron T Church,2013-07-01 00:00:00,United Kingdom - England,UK - SMDEs Profile - Employment Current NonBoard,UK,SMDE,SMDEs Profile - Employment Current NonBoard,,
